ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance_km,driver_age_group,driver_rating_bin,DistanceCategory
0xe266,KOLRES20DEL01,37.0,4.9,22.514119,88.362504,22.554119,88.402504,,,,Stormy,Medium,2,Snack,scooter,1.0,No,Urban,30,6.054776863332266,35-44,>4.5,06-07 km
0x49d1,VADRES03DEL01,24.0,4.2,22.32,73.17,22.36,73.21,,,,Stormy,High,0,Snack,motorcycle,1.0,No,Urban,31,6.058680731793219,<25,3.6–4.5,06-07 km
0x57a3,VADRES03DEL01,36.0,4.6,22.32,73.17,22.36,73.21,2022-05-04,,,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,48,6.058680731793219,35-44,>4.5,06-07 km
0x38bf,VADRES03DEL01,34.0,4.4,22.32,73.17,22.36,73.21,2022-01-03,,,Windy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,31,6.058680731793219,25-34,3.6–4.5,06-07 km
0x9143,VADRES03DEL01,23.0,4.5,22.32,73.17,22.36,73.21,2022-05-03,,,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,29,6.058680731793219,<25,3.6–4.5,06-07 km
0x6492,VADRES03DEL01,25.0,4.5,22.32,73.17,22.36,73.21,2022-01-04,,,Sandstorms,High,1,Snack,scooter,0.0,No,Urban,10,6.058680731793219,<25,3.6–4.5,06-07 km
0xb203,VADRES03DEL01,32.0,4.6,22.32,73.17,22.36,73.21,,,,Fog,High,1,Meal,scooter,0.0,No,Metropolitian,39,6.058680731793219,25-34,>4.5,06-07 km
0x209b,VADRES03DEL01,24.0,4.7,22.32,73.17,22.36,73.21,2022-11-03,,,Sunny,Medium,2,Drinks,motorcycle,1.0,No,Urban,11,6.058680731793219,<25,>4.5,06-07 km
0x3860,VADRES03DEL01,30.0,4.8,22.32,73.17,22.36,73.21,,,,Sunny,High,2,Snack,scooter,1.0,No,Urban,23,6.058680731793219,25-34,>4.5,06-07 km
0x184b,VADRES03DEL01,29.0,4.9,22.32,73.17,22.36,73.21,,,,Sandstorms,High,2,Meal,scooter,0.0,No,Urban,11,6.058680731793219,25-34,>4.5,06-07 km
0x51b3,VADRES03DEL01,35.0,4.4,22.32,73.17,22.36,73.21,,,,Stormy,High,1,Snack,scooter,0.0,No,Metropolitian,34,6.058680731793219,25-34,3.6–4.5,06-07 km
0x3ea4,VADRES03DEL01,22.0,4.8,22.32,73.17,22.36,73.21,,,,Sunny,High,2,Drinks,motorcycle,0.0,No,Urban,19,6.058680731793219,<25,>4.5,06-07 km
0x444c,VADRES06DEL01,23.0,4.8,22.31279,73.170283,22.35279,73.210283,2022-03-03,,,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,25,6.058825169286296,<25,>4.5,06-07 km
0x31cc,VADRES06DEL01,33.0,4.7,22.31279,73.170283,22.35279,73.210283,2022-01-03,,,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,30,6.058825169286296,25-34,>4.5,06-07 km
0x3287,VADRES06DEL01,25.0,4.4,22.31279,73.170283,22.35279,73.210283,,,,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,34,6.058825169286296,<25,3.6–4.5,06-07 km
0x2a57,VADRES06DEL01,37.0,4.7,22.31279,73.170283,22.35279,73.210283,,,,Fog,Medium,2,Snack,electric_scooter,0.0,No,Urban,15,6.058825169286296,35-44,>4.5,06-07 km
0x96cf,VADRES06DEL01,31.0,5.0,22.31279,73.170283,22.35279,73.210283,2022-01-04,,,Sandstorms,High,2,Meal,scooter,1.0,No,Metropolitian,30,6.058825169286296,25-34,>4.5,06-07 km
0x9c73,VADRES06DEL01,20.0,4.7,22.31279,73.170283,22.35279,73.210283,2022-05-03,,,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,17,6.058825169286296,<25,>4.5,06-07 km
0xa657,VADRES06DEL01,25.0,4.9,22.31279,73.170283,22.35279,73.210283,,,,Cloudy,High,1,Drinks,scooter,1.0,No,Urban,30,6.058825169286296,<25,>4.5,06-07 km
0x3e1d,VADRES06DEL01,28.0,4.8,22.31279,73.170283,22.35279,73.210283,,,,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Urban,15,6.058825169286296,25-34,>4.5,06-07 km
0x49b8,VADRES06DEL01,29.0,4.5,22.31279,73.170283,22.35279,73.210283,2022-05-04,,,Stormy,High,2,Meal,electric_scooter,1.0,No,Urban,17,6.058825169286296,25-34,3.6–4.5,06-07 km
0x1877,VADRES06DEL01,38.0,4.6,22.31279,73.170283,22.35279,73.210283,,,,Fog,High,1,Snack,scooter,1.0,No,Metropolitian,27,6.058825169286296,35-44,>4.5,06-07 km
0x9386,VADRES06DEL01,32.0,4.8,22.31279,73.170283,22.35279,73.210283,2022-11-03,,,Sandstorms,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,29,6.058825169286296,25-34,>4.5,06-07 km
0x82e1,VADRES06DEL01,29.0,4.6,22.31279,73.170283,22.35279,73.210283,,,,Windy,High,1,Buffet,scooter,0.0,No,Urban,28,6.058825169286296,25-34,>4.5,06-07 km
0x8653,VADRES06DEL01,26.0,4.2,22.31279,73.170283,22.35279,73.210283,,,,Windy,High,0,Buffet,motorcycle,2.0,No,Metropolitian,38,6.058825169286296,25-34,3.6–4.5,06-07 km
0x332b,VADRES19DEL01,37.0,4.5,22.311844,73.165081,22.351844,73.205081,2022-03-04,,,Windy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,25,6.05884411746293,35-44,3.6–4.5,06-07 km
0x5f24,VADRES19DEL01,35.0,4.7,22.311844,73.165081,22.351844,73.205081,2022-09-03,,,Windy,High,0,Drinks,motorcycle,1.0,No,Urban,31,6.05884411746293,25-34,>4.5,06-07 km
0x4fe4,VADRES19DEL01,20.0,4.6,22.311844,73.165081,22.351844,73.205081,,,,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,23,6.05884411746293,<25,>4.5,06-07 km
0x4058,VADRES19DEL01,37.0,4.6,22.311844,73.165081,22.351844,73.205081,,,,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,30,6.05884411746293,35-44,>4.5,06-07 km
0x17bc,VADRES19DEL01,33.0,4.8,22.311844,73.165081,22.351844,73.205081,,,,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,26,6.05884411746293,25-34,>4.5,06-07 km
0xaff8,VADRES19DEL01,30.0,5.0,22.311844,73.165081,22.351844,73.205081,,,,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,31,6.05884411746293,25-34,>4.5,06-07 km
0xb8a1,VADRES19DEL01,27.0,4.6,22.311844,73.165081,22.351844,73.205081,2022-01-03,,,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,14,6.05884411746293,25-34,>4.5,06-07 km
0x62d5,VADRES19DEL01,35.0,4.8,22.311844,73.165081,22.351844,73.205081,,,,Sunny,High,1,Drinks,scooter,1.0,No,Metropolitian,19,6.05884411746293,25-34,>4.5,06-07 km
0x1cc3,VADRES19DEL01,21.0,4.8,22.311844,73.165081,22.351844,73.205081,2022-11-03,,,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,30,6.05884411746293,<25,>4.5,06-07 km
0x28e5,VADRES19DEL01,20.0,4.9,22.311844,73.165081,22.351844,73.205081,2022-01-04,,,Sunny,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,17,6.05884411746293,<25,>4.5,06-07 km
0xbee9,VADRES19DEL01,24.0,4.6,22.311844,73.165081,22.351844,73.205081,,,,Fog,High,1,Snack,motorcycle,0.0,No,Metropolitian,25,6.05884411746293,<25,>4.5,06-07 km
0x75b5,VADRES19DEL01,38.0,4.7,22.311844,73.165081,22.351844,73.205081,2022-07-03,,,Stormy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,30,6.05884411746293,35-44,>4.5,06-07 km
0xb5bc,VADRES19DEL01,33.0,4.0,22.311844,73.165081,22.351844,73.205081,2022-03-03,,,Sandstorms,High,0,Meal,motorcycle,1.0,No,Metropolitian,32,6.05884411746293,25-34,3.6–4.5,06-07 km
0x77d3,VADRES14DEL01,36.0,4.2,22.311603,73.165012,22.351603,73.205012,,,,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,35,6.0588489445304,35-44,3.6–4.5,06-07 km
0x1f69,VADRES14DEL01,38.0,5.0,22.311603,73.165012,22.351603,73.205012,2022-05-03,,,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,25,6.0588489445304,35-44,>4.5,06-07 km
0x5eda,VADRES14DEL01,36.0,4.9,22.311603,73.165012,22.351603,73.205012,,,,Sunny,High,0,Buffet,motorcycle,1.0,No,Metropolitian,23,6.0588489445304,35-44,>4.5,06-07 km
0x2467,VADRES14DEL01,29.0,4.7,22.311603,73.165012,22.351603,73.205012,,,,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,24,6.0588489445304,25-34,>4.5,06-07 km
0xb281,VADRES14DEL01,29.0,4.9,22.311603,73.165012,22.351603,73.205012,2022-03-03,,,Windy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,27,6.0588489445304,25-34,>4.5,06-07 km
0x39f5,VADRES14DEL01,35.0,4.6,22.311603,73.165012,22.351603,73.205012,,,,Sunny,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,29,6.0588489445304,25-34,>4.5,06-07 km
0x5f16,VADRES14DEL01,38.0,4.0,22.311603,73.165012,22.351603,73.205012,,,,Stormy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,35,6.0588489445304,35-44,3.6–4.5,06-07 km
0xa37a,VADRES14DEL01,35.0,4.3,22.311603,73.165012,22.351603,73.205012,2022-09-03,,,Fog,High,0,Buffet,motorcycle,1.0,No,Metropolitian,33,6.0588489445304,25-34,3.6–4.5,06-07 km
0x5da8,VADRES14DEL01,30.0,4.6,22.311603,73.165012,22.351603,73.205012,2022-07-03,,,Windy,High,1,Buffet,motorcycle,1.0,No,Metropolitian,29,6.0588489445304,25-34,>4.5,06-07 km
0x8b3f,VADRES14DEL01,23.0,4.9,22.311603,73.165012,22.351603,73.205012,2022-05-04,,,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,19,6.0588489445304,<25,>4.5,06-07 km
0x54db,VADRES14DEL01,39.0,4.2,22.311603,73.165012,22.351603,73.205012,,,,Stormy,High,1,Drinks,scooter,1.0,No,Metropolitian,33,6.0588489445304,35-44,3.6–4.5,06-07 km
0x9245,VADRES14DEL01,33.0,4.9,22.311603,73.165012,22.351603,73.205012,2022-01-04,,,Fog,High,2,Meal,scooter,1.0,No,Metropolitian,30,6.0588489445304,25-34,>4.5,06-07 km
0x8201,VADRES14DEL01,22.0,4.9,22.311603,73.165012,22.351603,73.205012,2022-01-03,,,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,27,6.0588489445304,<25,>4.5,06-07 km
0xb400,VADRES14DEL01,32.0,4.5,22.311603,73.165012,22.351603,73.205012,,,,Sunny,High,1,Buffet,motorcycle,0.0,No,Metropolitian,16,6.0588489445304,25-34,3.6–4.5,06-07 km
0x3c30,VADRES20DEL01,37.0,4.7,22.311358,73.164798,22.351358,73.204798,,,,Fog,Medium,2,Buffet,scooter,0.0,No,Urban,15,6.058853851669116,35-44,>4.5,06-07 km
0x8dfd,VADRES20DEL01,23.0,4.5,22.311358,73.164798,22.351358,73.204798,,,,Sandstorms,High,1,Snack,motorcycle,1.0,No,Metropolitian,26,6.058853851669116,<25,3.6–4.5,06-07 km
0x216b,VADRES20DEL01,25.0,4.7,22.311358,73.164798,22.351358,73.204798,,,,Sunny,High,1,Meal,scooter,0.0,No,Metropolitian,10,6.058853851669116,<25,>4.5,06-07 km
0x3ca4,VADRES20DEL01,30.0,4.6,22.311358,73.164798,22.351358,73.204798,,,,Windy,Medium,0,Snack,motorcycle,0.0,No,Urban,27,6.058853851669116,25-34,>4.5,06-07 km
0x505f,VADRES20DEL01,32.0,4.8,22.311358,73.164798,22.351358,73.204798,2022-01-04,,,Fog,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,25,6.058853851669116,25-34,>4.5,06-07 km
0xa38a,VADRES20DEL01,36.0,4.7,22.311358,73.164798,22.351358,73.204798,,,,Stormy,High,0,Meal,motorcycle,1.0,No,Metropolitian,32,6.058853851669116,35-44,>4.5,06-07 km
0x6404,VADRES20DEL01,25.0,3.5,22.311358,73.164798,22.351358,73.204798,2022-09-03,,,Sunny,High,0,Meal,motorcycle,1.0,Yes,Metropolitian,48,6.058853851669116,<25,2.6–3.5,06-07 km
0x4759,VADRES20DEL01,38.0,5.0,22.311358,73.164798,22.351358,73.204798,2022-05-04,,,Sandstorms,High,2,Meal,motorcycle,1.0,No,Metropolitian,25,6.058853851669116,35-44,>4.5,06-07 km
0x2dc6,VADRES20DEL01,34.0,4.7,22.311358,73.164798,22.351358,73.204798,,,,Windy,High,2,Drinks,electric_scooter,1.0,No,Metropolitian,28,6.058853851669116,25-34,>4.5,06-07 km
0x3c03,VADRES20DEL01,36.0,5.0,22.311358,73.164798,22.351358,73.204798,2022-05-03,,,Windy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,38,6.058853851669116,35-44,>4.5,06-07 km
0x5672,VADRES20DEL01,37.0,4.8,22.311358,73.164798,22.351358,73.204798,2022-07-03,,,Windy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,28,6.058853851669116,35-44,>4.5,06-07 km
0x1644,VADRES20DEL01,24.0,4.7,22.311358,73.164798,22.351358,73.204798,2022-01-03,,,Windy,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,29,6.058853851669116,<25,>4.5,06-07 km
0x2bbb,VADRES05DEL01,38.0,4.9,22.310526,73.170937,22.350526,73.210937,,,,Sunny,High,0,Meal,motorcycle,0.0,No,Metropolitian,29,6.058870515565882,35-44,>4.5,06-07 km
0x2484,VADRES05DEL01,32.0,4.9,22.310526,73.170937,22.350526,73.210937,,,,Sunny,High,1,Drinks,motorcycle,1.0,No,Metropolitian,19,6.058870515565882,25-34,>4.5,06-07 km
0x4825,VADRES05DEL01,28.0,4.9,22.310526,73.170937,22.350526,73.210937,2022-05-03,,,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,24,6.058870515565882,25-34,>4.5,06-07 km
0xbb44,VADRES05DEL01,27.0,4.7,22.310526,73.170937,22.350526,73.210937,2022-11-03,,,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,24,6.058870515565882,25-34,>4.5,06-07 km
0x9040,VADRES05DEL01,26.0,4.9,22.310526,73.170937,22.350526,73.210937,,,,Sandstorms,Medium,2,Drinks,scooter,0.0,No,Metropolitian,24,6.058870515565882,25-34,>4.5,06-07 km
0x46ca,VADRES05DEL01,21.0,4.8,22.310526,73.170937,22.350526,73.210937,2022-03-04,,,Windy,High,0,Drinks,motorcycle,1.0,No,Urban,16,6.058870515565882,<25,>4.5,06-07 km
0x65ac,VADRES05DEL01,39.0,4.7,22.310526,73.170937,22.350526,73.210937,,,,Windy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,28,6.058870515565882,35-44,>4.5,06-07 km
0xa554,VADRES05DEL01,24.0,4.6,22.310526,73.170937,22.350526,73.210937,2022-05-04,,,Fog,Medium,1,Buffet,motorcycle,1.0,No,Urban,14,6.058870515565882,<25,>4.5,06-07 km
0x306e,VADRES05DEL01,39.0,4.8,22.310526,73.170937,22.350526,73.210937,2022-03-03,,,Cloudy,High,1,Drinks,scooter,1.0,No,Urban,30,6.058870515565882,35-44,>4.5,06-07 km
0x7930,VADRES010DEL01,24.0,4.9,22.310329,73.169083,22.350329,73.209083,2022-05-04,,,Sunny,High,1,Snack,motorcycle,1.0,No,Urban,18,6.058874461145507,<25,>4.5,06-07 km
0x4285,VADRES010DEL01,28.0,4.9,22.310329,73.169083,22.350329,73.209083,,,,Cloudy,High,2,Buffet,scooter,1.0,No,Metropolitian,31,6.058874461145507,25-34,>4.5,06-07 km
0x2162,VADRES010DEL01,33.0,4.8,22.310329,73.169083,22.350329,73.209083,,,,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,16,6.058874461145507,25-34,>4.5,06-07 km
0xbb7a,VADRES010DEL01,25.0,4.9,22.310329,73.169083,22.350329,73.209083,2022-11-03,,,Fog,Medium,2,Drinks,electric_scooter,0.0,No,Urban,16,6.058874461145507,<25,>4.5,06-07 km
0xb03f,VADRES010DEL01,33.0,5.0,22.310329,73.169083,22.350329,73.209083,,,,Sandstorms,High,1,Snack,scooter,1.0,No,Metropolitian,33,6.058874461145507,25-34,>4.5,06-07 km
0x2a5c,VADRES010DEL01,34.0,4.0,22.310329,73.169083,22.350329,73.209083,2022-07-03,,,Windy,High,1,Meal,scooter,1.0,No,Urban,32,6.058874461145507,25-34,3.6–4.5,06-07 km
0x1b98,VADRES010DEL01,26.0,4.2,22.310329,73.169083,22.350329,73.209083,2022-05-03,,,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,32,6.058874461145507,25-34,3.6–4.5,06-07 km
0x2151,VADRES010DEL01,33.0,4.6,22.310329,73.169083,22.350329,73.209083,,,,Sunny,High,0,Snack,motorcycle,1.0,No,Metropolitian,28,6.058874461145507,25-34,>4.5,06-07 km
0x35b4,VADRES010DEL01,28.0,4.8,22.310329,73.169083,22.350329,73.209083,2022-01-03,,,Cloudy,High,2,Buffet,motorcycle,0.0,No,Metropolitian,28,6.058874461145507,25-34,>4.5,06-07 km
0x8d65,VADRES010DEL01,27.0,4.6,22.310329,73.169083,22.350329,73.209083,,,,Sunny,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,22,6.058874461145507,25-34,>4.5,06-07 km
0x502b,VADRES010DEL01,36.0,4.9,22.310329,73.169083,22.350329,73.209083,2022-09-03,,,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,15,6.058874461145507,35-44,>4.5,06-07 km
0x3830,VADRES010DEL01,31.0,4.7,22.310329,73.169083,22.350329,73.209083,2022-03-03,,,Stormy,High,2,Snack,scooter,1.0,No,Metropolitian,33,6.058874461145507,25-34,>4.5,06-07 km
0x8c6a,VADRES13DEL01,20.0,4.8,22.310237,73.158921,22.350237,73.198921,,,,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,14,6.058876303739157,<25,>4.5,06-07 km
0xa522,VADRES13DEL01,38.0,4.6,22.310237,73.158921,22.350237,73.198921,,,,Windy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,27,6.058876303739157,35-44,>4.5,06-07 km
0x98b2,VADRES13DEL01,34.0,4.7,22.310237,73.158921,22.350237,73.198921,,,,Cloudy,High,1,Drinks,motorcycle,2.0,No,Metropolitian,39,6.058876303739157,25-34,>4.5,06-07 km
0x34fc,VADRES13DEL01,30.0,4.6,22.310237,73.158921,22.350237,73.198921,2022-09-03,,,Windy,High,2,Buffet,motorcycle,2.0,No,Metropolitian,33,6.058876303739157,25-34,>4.5,06-07 km
0x418d,VADRES13DEL01,25.0,4.2,22.310237,73.158921,22.350237,73.198921,2022-01-03,,,Sunny,High,0,Drinks,motorcycle,3.0,No,Semi-Urban,54,6.058876303739157,<25,3.6–4.5,06-07 km
0x1e13,VADRES13DEL01,29.0,4.8,22.310237,73.158921,22.350237,73.198921,2022-05-03,,,Cloudy,High,1,Meal,motorcycle,2.0,No,Metropolitian,33,6.058876303739157,25-34,>4.5,06-07 km
0x4efc,VADRES13DEL01,29.0,4.8,22.310237,73.158921,22.350237,73.198921,2022-05-04,,,Sunny,High,1,Drinks,motorcycle,1.0,No,Metropolitian,18,6.058876303739157,25-34,>4.5,06-07 km
0x8161,VADRES13DEL01,38.0,4.0,22.310237,73.158921,22.350237,73.198921,,,,Sandstorms,Medium,2,Buffet,scooter,1.0,No,Metropolitian,32,6.058876303739157,35-44,3.6–4.5,06-07 km
0x3937,VADRES13DEL01,38.0,4.7,22.310237,73.158921,22.350237,73.198921,2022-03-03,,,Stormy,High,0,Meal,motorcycle,1.0,No,Urban,36,6.058876303739157,35-44,>4.5,06-07 km
0x260f,VADRES13DEL01,30.0,4.9,22.310237,73.158921,22.350237,73.198921,2022-07-03,,,Cloudy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,6.058876303739157,25-34,>4.5,06-07 km
0x9b0f,VADRES13DEL01,34.0,4.6,22.310237,73.158921,22.350237,73.198921,2022-01-04,,,Windy,High,1,Snack,scooter,1.0,No,Metropolitian,32,6.058876303739157,25-34,>4.5,06-07 km
0xaa5b,VADRES13DEL01,36.0,4.1,22.310237,73.158921,22.350237,73.198921,2022-03-04,,,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,38,6.058876303739157,35-44,3.6–4.5,06-07 km
0xb972,VADRES13DEL01,37.0,4.7,22.310237,73.158921,22.350237,73.198921,,,,Stormy,High,1,Snack,motorcycle,1.0,No,Metropolitian,25,6.058876303739157,35-44,>4.5,06-07 km
0x97f2,VADRES11DEL01,34.0,4.9,22.308096,73.167753,22.348096,73.207753,2022-05-04,,,Stormy,Medium,1,Drinks,scooter,1.0,No,Urban,31,6.0589191822901425,25-34,>4.5,06-07 km
0x117f,VADRES11DEL01,38.0,4.7,22.308096,73.167753,22.348096,73.207753,,,,Sunny,High,1,Buffet,scooter,1.0,No,Metropolitian,23,6.0589191822901425,35-44,>4.5,06-07 km
0x3418,VADRES11DEL01,29.0,4.5,22.308096,73.167753,22.348096,73.207753,,,,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,16,6.0589191822901425,25-34,3.6–4.5,06-07 km
0x15fb,VADRES11DEL01,32.0,4.7,22.308096,73.167753,22.348096,73.207753,,,,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,22,6.0589191822901425,25-34,>4.5,06-07 km
0x10bb,VADRES11DEL01,37.0,4.9,22.308096,73.167753,22.348096,73.207753,2022-11-03,,,Sunny,High,0,Meal,motorcycle,1.0,No,Urban,21,6.0589191822901425,35-44,>4.5,06-07 km
0x450b,VADRES11DEL01,27.0,4.5,22.308096,73.167753,22.348096,73.207753,2022-01-03,,,Stormy,High,1,Meal,motorcycle,1.0,No,Urban,27,6.0589191822901425,25-34,3.6–4.5,06-07 km
0x455a,VADRES11DEL01,22.0,4.7,22.308096,73.167753,22.348096,73.207753,2022-05-03,,,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,25,6.0589191822901425,<25,>4.5,06-07 km
0x1595,VADRES11DEL01,26.0,4.8,22.308096,73.167753,22.348096,73.207753,2022-07-03,,,Windy,Medium,1,Meal,motorcycle,0.0,No,Urban,20,6.0589191822901425,25-34,>4.5,06-07 km
0x642e,VADRES11DEL01,30.0,4.9,22.308096,73.167753,22.348096,73.207753,,,,Windy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,26,6.0589191822901425,25-34,>4.5,06-07 km
0x3fb1,VADRES11DEL01,27.0,4.6,22.308096,73.167753,22.348096,73.207753,2022-03-04,,,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,25,6.0589191822901425,25-34,>4.5,06-07 km
0x9a32,VADRES11DEL01,31.0,4.9,22.308096,73.167753,22.348096,73.207753,,,,Cloudy,High,1,Drinks,motorcycle,1.0,No,Metropolitian,38,6.0589191822901425,25-34,>4.5,06-07 km
0x68dc,VADRES01DEL01,23.0,4.7,22.307898,73.167788,22.347898,73.207788,2022-05-03,,,Stormy,High,0,Drinks,motorcycle,1.0,No,Metropolitian,35,6.058923147526397,<25,>4.5,06-07 km
0x56f6,VADRES01DEL01,32.0,4.1,22.307898,73.167788,22.347898,73.207788,,,,Sandstorms,High,1,Meal,motorcycle,1.0,No,Urban,32,6.058923147526397,25-34,3.6–4.5,06-07 km
0x1806,VADRES01DEL01,39.0,4.6,22.307898,73.167788,22.347898,73.207788,2022-09-03,,,Stormy,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,25,6.058923147526397,35-44,>4.5,06-07 km
0xedd,VADRES01DEL01,38.0,4.8,22.307898,73.167788,22.347898,73.207788,,,,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,18,6.058923147526397,35-44,>4.5,06-07 km
0x37b6,VADRES01DEL01,24.0,4.1,22.307898,73.167788,22.347898,73.207788,,,,Sandstorms,High,0,Buffet,motorcycle,2.0,No,Urban,33,6.058923147526397,<25,3.6–4.5,06-07 km
0x1726,VADRES01DEL01,29.0,4.8,22.307898,73.167788,22.347898,73.207788,,,,Fog,High,0,Snack,motorcycle,1.0,No,Metropolitian,28,6.058923147526397,25-34,>4.5,06-07 km
0xbc3d,VADRES01DEL01,20.0,4.4,22.307898,73.167788,22.347898,73.207788,,,,Sunny,High,0,Snack,motorcycle,2.0,No,Metropolitian,49,6.058923147526397,<25,3.6–4.5,06-07 km
0x38ba,VADRES01DEL01,29.0,5.0,22.307898,73.167788,22.347898,73.207788,2022-11-03,,,Sandstorms,High,1,Snack,motorcycle,1.0,No,Urban,23,6.058923147526397,25-34,>4.5,06-07 km
0x1a7e,VADRES01DEL01,32.0,4.7,22.307898,73.167788,22.347898,73.207788,,,,Windy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,41,6.058923147526397,25-34,>4.5,06-07 km
0xb72b,VADRES01DEL01,35.0,5.0,22.307898,73.167788,22.347898,73.207788,2022-05-04,,,Fog,High,1,Buffet,motorcycle,1.0,No,Metropolitian,27,6.058923147526397,25-34,>4.5,06-07 km
0x40dd,VADRES01DEL01,21.0,4.6,22.307898,73.167788,22.347898,73.207788,2022-01-03,,,Fog,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,27,6.058923147526397,<25,>4.5,06-07 km
0x3ffb,VADRES01DEL01,28.0,4.8,22.307898,73.167788,22.347898,73.207788,,,,Sunny,High,1,Meal,motorcycle,0.0,No,Metropolitian,11,6.058923147526397,25-34,>4.5,06-07 km
0x8d00,VADRES01DEL01,26.0,4.7,22.307898,73.167788,22.347898,73.207788,2022-07-03,,,Sunny,High,1,Drinks,scooter,1.0,No,Metropolitian,15,6.058923147526397,25-34,>4.5,06-07 km
0x2abe,SURRES03DEL01,36.0,4.0,21.186884,72.793616,21.226884,72.833616,,,,Fog,High,1,Drinks,motorcycle,2.0,No,Metropolitian,35,6.080882967594328,35-44,3.6–4.5,06-07 km
0x7553,SURRES03DEL01,29.0,4.6,21.186884,72.793616,21.226884,72.833616,2022-03-03,,,Sandstorms,High,1,Snack,scooter,0.0,No,Urban,23,6.080882967594328,25-34,>4.5,06-07 km
0x781f,SURRES03DEL01,20.0,4.7,21.186884,72.793616,21.226884,72.833616,2022-07-03,,,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,25,6.080882967594328,<25,>4.5,06-07 km
0xacf5,SURRES03DEL01,27.0,4.8,21.186884,72.793616,21.226884,72.833616,,,,Fog,High,1,Meal,motorcycle,1.0,No,Urban,26,6.080882967594328,25-34,>4.5,06-07 km
0x96f6,SURRES03DEL01,38.0,4.9,21.186884,72.793616,21.226884,72.833616,2022-05-03,,,Cloudy,High,2,Drinks,electric_scooter,1.0,No,Urban,28,6.080882967594328,35-44,>4.5,06-07 km
0xed6,SURRES03DEL01,37.0,4.7,21.186884,72.793616,21.226884,72.833616,,,,Fog,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,28,6.080882967594328,35-44,>4.5,06-07 km
0x6379,SURRES03DEL01,26.0,4.7,21.186884,72.793616,21.226884,72.833616,,,,Sunny,Medium,1,Drinks,scooter,0.0,No,Urban,13,6.080882967594328,25-34,>4.5,06-07 km
